review_id,product_id,product_title,star_rating,review_headline,review_body
R1X9H5HVYX7QFS,B00F5N5MYG,Christmas Ornament Super Grow Eggs - Hang 'Em and Hatch 'Em X-Mas Hatching Eggs - Grow Three Different Super Sized Pets!,5.0,she was very happy when i get one off this and we been ...,"My girl is going crazy about surprise egg , she was very happy when i get one off this and we been playing it was so fun for kids ,even its christmas yet lol ,thanks for the discounted price"
RST7QVNU6YM5Q,B00JR90S4S,Fisher-Price Little People Wheelies Koby,5.0,Five Stars,Great Addition to the collection of Little People Wheelies kept at the house for the grands!
R2UT1CDG5I4K4W,B009JUA6VU,"Hoberman Expanding Transforming Flower Ball Sphere Toy Moon Glow Kit for Kids, Boys and Girls - Glows in the Dark - for Ages 4+ - Green, 9.5”",4.0,Performs Well. Glows Brightly at night.,This sphere glows quite well at night and performs as advertised. I use the sphere for my outdoor soap bubble performances. It releases many bubbles and is a nice addition to our bubble wands and handcrafted inventions.
R3DR7X4TF3ISUZ,B00KS6ACWM,Funko POP! Disney: The Lion King Rafiki Action Figure,5.0,Five Stars,My son loves this! Thanks for the prompt delivery.
R38WCXLZGCUXFR,B00A7KRIWG,Takara Tomy (Japan) Zero-G Beyblade BBG-26 Samurai Pegasis / Pegasus W105R2F,1.0,Wasted money,Product did not seem &#34;new and unopened&#34;. Package had been taped back together. Product quality poor and toy parts wouldn't screw together properly. Unable to use at all. Complete waste of money. Will never order from this seller again!
R33YDBCJ9ECUCX,B000K6EMB2,"Magnetic Baseball Theme Dart Set Comes with 6 Magnetic Darts, Multi",5.0,Office Tool,"Great item for the office.  The magnets work very well, and the material is heavy and seems strong.  For the price, it makes a wonderful office tool to help waste time!  It is even reversible and has a standard dartboard on the back."
R2O1G9JM6UGXT,B011A2KBYQ,Rocket & Potted Groot #93 Guardians of the Galaxy Convention 2015 Exclusive Funko Pop Vinyl Bobblehead,5.0,Perfect!,Love it!
RSMZ7TETD7GER,B003YORNFO,Yu-Gi-Oh! 5D's Marik Structure Deck,5.0,Five Stars,good
R2L1TILAGPCXM2,B001QTHFPW,"Non-Toxic 68 Piece foam Wonder Blocks for Children w/ Carry Tote - Non-Recycled Quality, Waterproof, Soft, Bright, Safe & Quiet",5.0,Five Stars,Very nice for little ones.
R2S3XOZ80QJKUM,B004UANJ8Q,KLOO's Race to Madrid - The Learn to Speak Spanish Language Board Game,5.0,"They all love it, learning vocabulary and sentence building as well ...","I am a Spanish teacher and I have been using Kloo Race to Madrid with my students, beginners and KS2 and KS3 children for some months now. They all love it, learning vocabulary and sentence building as well as raising the curiosity about the cities illustrated in the squares of the board. I strongly recommend it for beginners both adults and children. :-)"
R38ZK7L3ZT3ACM,B00IFTSW6C,Attack on Titan Nail Stickers(japan Import) by ensky,4.0,Adorable,They're really cute!! Weird to put them on though. But overall they are fantastic!!!!
R3NPOVCBWXUFKU,B00EBFL9BY,Fun Express - Inflatable Cowgirl Stick Horse,5.0,Love it-it's so adorable,"Item is exactly what it was supposed to be in the description,and it arrived on time. Love it-it's so adorable!"
R1TMZ9LOI5CD6Q,B003P653IU,Leapster 2 Pen Replacement Stylus- For Leapster 2 Only,5.0,Five Stars,exactly as promised.
R1ECV61J98CPT4,B005MXKK0U,24 Game - Multiply/Divide Primer,5.0,Excellent product. Just the game our students need,Excellent product.  Just the game our students need!
RNNM7KIWA7H76,B009TJIAWS,"Disney® Mickey Mouse and Goofy Christmas Coloring Book ""Holiday Fun!""",5.0,Five Stars,Great price and arrived on time get yourself one of these books for your kids.
RR5282H7JNQRK,B001K7JV84,ALEX Toys Craft Origami Mini Squares,2.0,Two Stars,I didn't pay attention to the size and found they are too small sized.. not worth.
R2E6JEOF904GUE,B00UJR375Y,BigMouth Inc Gigantic Donut Pool Float,3.0,Cute! But have to re-fill frequently,"Very cute, but doesn't seem to hold air for long. I have to re-fill it partially every few days (since day one). It must have a slow leak although I don't know where..."
R2YQC80LEO9DCP,B00U2PJUL8,Teenage Mutant Ninja Turtles Snackeez Jr.,3.0,snack compartment small,much smaller than the generic snackeez I got for my daughter.  Didn't realize it was a snackeez Jr.  Can't really fit much of a snack
R2BWNLS7S0OFCA,B00J4C35IO,SwimWays Marvel Kickboard,5.0,Five Stars,Well made
R1UUGLSNWUAQQO,B00GRKE1HA,Hubsan X4 H107C HD 2MP Camera 2.4G 4CH 6 Axis Gyro RC Quadcopter,5.0,This is a fun started drone,"This is a fun started drone. It's tiny, and good for buzzing around the backyard to get the hang of flying. The battery only lasts about 5 minutes, so I'd recommend buying a set of backups. If you plan on flying in doors, I'd also recommend buying the extra props. They bend easily."
R2ORE0CN2FYKYS,B00N00MDQG,Set of 8 assorted Baby Dolls 5'' tall,3.0,... the button on the back they make a sound like singing. But it is completely not-understandable as any ...,The dolls are very cute but when you press the button on the back they make a sound like singing. But it is completely not-understandable as any language. But my grandchildren had great fun with them anyway.
R3FT7I7C1063UG,B00KS6AANI,ND?Disney animation model Funko POP LionKing Lion King Pumbaa Pumbaa hand to do,5.0,Five Stars,Bought for my son and he loved it
R17Z9QMBU5LP1L,B00F4WMAI4,Syma S107/S107G  R/C Helicopter with Gyro,3.0,Three Stars,Cheap quality
R1JAQEBN25LFTI,B00ALM7IWA,"5"" Knobby Ball",5.0,"LOVE, LOVE!",WONDERFUL GIFTS FOR BABY TO TODDLER!
R2K9Z2TZ6H41PM,B0037W5Y2W,Blink Card Game The World's Fastest Game,5.0,Five Stars,Great
R2XL6TQB5BKGRK,B00YT1HP36,"Matney Playhouse Tent Crawl Tunnel for Boys, Girls, Kids — Foldable Tent with Portable Carry Bag, Indoor/Outdoor for Backyard, Play Areas, etc …",5.0,Five Stars,Perfect
R2JO9JF4TFDJM3,B000H6AX2W,Safari Ltd Incredible Creatures Cobra,5.0,Great Looking Cobra,I love this Cobra! Everyone that sees it in my Truck thinks it's real!
RIVQC99HS5OIJ,B00H8OB6KY,Schleich Black Angus Bull Toy Figure,5.0,Five Stars,Wonderful detail
R25C1UFBBKXK16,B009AEX12Q,SmartLab Toys Science Lab,4.0,Great Mystery,I am using this for a Girl Scout activity for older girls. I think it will be very entertaining.
R1MWX9LN6F89N8,B00GSN5C3S,LEGO Creator 31014 Power Digger,5.0,Great Set,Cute Lego se that can be made into 3 different things. My boys just turned 5 and are able to follow the directions and put this set together.
RUITSMNYG4XMV,B00XSYDRLO,8pcs IRON MAN Mark War Machine Tony Stark Super Heroes Avengers Minifigures Figures Model Building Blocks Bricks Learning Educational Toys Gift for Children Kids,5.0,I think that this was a great buy my son absolutely loved building it and playing ...,I think that this was a great buy my son absolutely loved building it and playing with it I definitely would buy it. It comes with all the pieces and everything it says it comes with in the picture.
R2RLX5FJZ0T7R9,B0013PJNN6,Williams by Bachmann Trains - Tidewater Express Train Set (Virginian),5.0,Five Stars,Super set!  Well packed!
R1636X25YVPLHQ,B000930BZW,Littlest Pet Shop Bedtime Blast Playset,4.0,Four Stars,OK
R1EJNEDQVKZJL7,B00U9W9WD0,Jumbo Lacing Beads Wood Rainbow Montessori Materials Preschool Toys OT Autism Motor Skills,5.0,They work,"I couldn't find beads this big anywhere. So I got them through Amazon. The string is thinner than s shoelace but still thick. The beads catch on the string sometimes though and not all the beads have the same sized holes. But for the price it's great, several colors, several shapes, builds fine motor skills, and My 2.5 year old son loves them.<br /><br />Right now he is insisting he needs to &#34;lace the beads&#34; and that it's more important than breakfast :/ it's a calm concentration game to him!"
R164JSGUW0J61A,B0042RTZSU,Fisher-Price Disney's  Sing and Giggle Minnie Mouse,3.0,"so it's good, but I think with one song","First I received was obviously used and look very old. Because of trying to take me over and the hassle of returning the order...etc. I knocked off a star, or I would've gave it 4 stars.  They did replace, and it is okay. Not a 5 star item, just okay. Only plays one song, over and over and over...<br />&#34;Hot diggity dog...&#34;. Granddaughter loves minnie mouse, so it's good, but I think with one song, she will tire of it.  Her mother hates the song and so I imagine the batteries got pulled shortly after it arrived at their house."
R325TVCT4WC4U,B004AFVKLE,Toysmith Peg Game,5.0,The wooden base is nice and smooth,The wooden base is nice and smooth. The pins size is comfortable for adult hands size to handle them while playing the game. Overall the quality of this product is good and the game itself is intriguing - how to get 1 pin left only :-)
RMFG8S1XP43MG,B003C9CYKU,Acustic Guitar,1.0,One Star,Cheap crap. Don't buy.
RMGDFXTWM799N,B00GA65Z6C,Power Rangers Super Megaforce - Super Mega Saber,1.0,One Star,"Makes cool noises. But , it is tiny. Very disappointed in the size."
R3U91V5SC96YPM,B00OABQJVO,Swimways Baby Spring Float Canopy,5.0,Five Stars,Perfect for my 13 month old!
R2LEGY9AKQRBMI,B00ZED0AX0,Weiss Schwarz Attack On Titan Anime Card Game - English Weis Starter Trial Deck - 50 cards,5.0,Good,"The Package was damaged, but is sturdy enough to keep the cards in perfect condition."
R374C9ZS05EFDS,B000OCEWGW,Liquid Ass,5.0,Five Stars,Awesome!
R7IHP1UE1UDRZ,B00BBIEDS0,Amscan Mini Cubes Party Favors Cube Puzzle (6 Pack),1.0,Waste of money!,Each one fell apart on the first turn of the cube.  Very disappointed in the quality and a complete waste of money.
R2QZ4QRTY3ZP9I,B00P0B93PW,Disney Big Hero 6 Stickers Party Favor Supply Pack of 90 Stickers,3.0,Three Stars,Good
R1XU61DMFLVP8F,B010TTZUQ0,Teknikio Fabtronic Sewing Set,5.0,it is a great product and easy to use for anybody interested in ...,"I bought this product based on my friend's recommendation, it is a great product and easy to use for anybody interested in sewing. I will look into other products from this company. I would highly recommend it."
R1XY2O90BZRUKB,B00F5NMHL2,CollectA Tadjik Markhor Figure,5.0,Extremely life like! Excellent quality,Darling Animal! Extremely life like! Excellent quality!
RCP1PVJBAC7C6,B00IVFCPYU,Ever After High Thronecoming Raven Queen Doll,5.0,Five Stars,Thank you
R28EBWU3KZ2KIU,B00VOLK3F6,"Glo Wubble Bubble Ball, net wt: 0.05 oz (1.5g)",1.0,DO NOT BUY.,When we blew it up it was top heavy on one side. Therefore it would not throw or bounce right. It's like the thickness of the rubber is off. My kids never played with it. Total waste of money!!!!!!!!
R6MOHNG9ZHGKL,B00PMJC99E,Joke Novelty Baseball Hat with Long Blonde Braided Ponytail Fake Hair in the Back of Cap,5.0,Good pony tail.,Looks good on me.
R1JNZMDMGR5NCP,B00AUJ2PMW,Rubies Peacock Fairytale Bird Costume,5.0,Five Stars,"Perfect, the kid loved it !!"
R2XLU1HSJ8KP19,B00YHZAPXQ,"CloudPets 12in Talking Kitty - The Adorable, Huggable Pet to Keep in Touch Through the Cloud, Recordable Stuffed Animal",5.0,It works very well.,"It is really fun for kids as well as adults, especially one is away from their house.  I found a couple YouTube videos how to download the app in pc, and the other one for Android users whose devices are not compatible.  Some of them won't work, but you can try.  Amazon devices seem fine with that.    https://youtu.be/uF6MDPBxrsE  ----How to download Cloud pets App in your device that is not compatible.   https://youtu.be/3nQC3KD7X0k   ---How to download Cloud pets App in PC ( Computers)"
R3QI6EZ01RVYML,B005EGUP9G,"Inflatable Stegosaurus, 46"" Long",5.0,Better than expected.,"This was purchased as part of a prank on a coworker who had gone of on vacation. She was delighted when she returned to find a dinosaur flying over her desk. The Pteranodon was actually better than I expected, easy to inflate and actually holds up very well."
R6LSHGZZ6A67G,B00BUQIWA8,Peppa Pig Masks (6 Pack),2.0,Two Stars,Very cheap I used a hole puncher and ribbon the elastic won't hold
RTLD2VEK8G92H,B00MHDIJB0,LEGO Mixels Series 3 Complete Set of All Figures/Characters,5.0,My kids love these & I love creative building.  We use them as good behavior rewards.,My kids love these & I love creative building.  We use them as good behavior rewards- my 5 & 8-year-olds are both very motivated by them!
R27XMOS60N5E7W,B00IFUFNMM,Toy State - Hot Wheels - Extreme Action - Light and Sound Sharkruiser,4.0,cute little shark car,"I bought this for my grandson as he likes sharks. The toy arrived quickly ( 2 days ) it arrived well packaged and protected. My grandson loves this toy and it is cute, just a little smaller than I thought it would be, but that is okay, my grandson is happy with it. The only thing I found wrong was the light no longer lights after 2 days and it seemed to stop working after it rolled into the couch, but other than that it still works just fine and he does not seem to mind the light not working but it might be a dealbreaker for another child. It is a nice little inexpensive toy and I will buy another for my nephew."
R12UCB95RJJM63,B00B5QFJ40,Fisher-Price Loving Family Light-Up Your Home,5.0,Five Stars,Bought for my granddaughter. Very cute
R2XW2VKKKX5RRP,B004ZPENP4,Loftus 12- Fake Roaches Prank Novelty Cockroach Bugs Look Real,5.0,Five Stars,look real.
R1MLRY6YGAXU8Z,B0042Y450Q,Crayola Non-Toxic White Chalk(12 ct box)and Colored Chalk(12 ct box) Bundle,3.0,Dusty,This chalk leaves a lot of dust. I meant to order dustless chalk.
R2B7QV21BS7EHB,B0049RMMVU,Mindscope Neon Glow Neo Tracks Expansion Pack 160 Pieces,5.0,Five Stars,grandson loves the expansion which allow him to go under the table and around chairs
R1NRN6KS5FZXCF,B00WA3AOXI,Terra Kendama - The Pill - Natural Padauk,3.0,does not perform as intended/not built properly,"The quality of the Pill is rather nice, but the big problem is the string that goes through the nipple is off center, so it does not perform as intended.to say the least, my son is a very disappointed teenager! The thing is he doesn't want to give it up to send back for a replacement. They should send replacement, then, I could return the defective one! I don't want to $ and have the same thing."
R21TLN7AP5H3NG,B002CQSAMK,Styrofoam Head by Century Novelty,4.0,Quality styrofoam form,"My husband had a lucadore mask he wanted to display in his office and the masculine forms were all too bulky, so I'm glad I ordered this. The price was right, and it was perfect for our display project. Just know this is on the smaller side--exactly what we needed, but maybe not for everyone."
R1WG4MU5GE40XF,B000BL1C8C,POOF Kaleidoscope Science,5.0,They have really enjoyed using this kit,I bought these for children ages 3 - 7. They have really enjoyed using this kit.
R1N3WT9XB06HGN,B008CQEGH2,Yu-Gi-Oh! - Elemental HERO Sparkman (RYMP-EN003) - Ra Yellow Mega-Pack - Unlimited Edition - Common,5.0,Five Stars,Great
R2U1SIH5TRR0G8,B00A88G6M0,LEGO City Flatbed Truck 60017,5.0,"Lego ""City"" Series Great for Grandson","My oldest grandson, (now 6), loves the &#34;City&#34; Lego series of products, and he loves building and playing with this one too.  I've never gotten him anything in the &#34;City&#34; series that he hasn't completely enjoyed.  His parents and I like it, because of the quality and usability."
RX6476ZUB4B7Y,B00O27KTTY,Creative Hobbies® Long Sleeve Art Smock With Front Pockets & Velcro Straps -Small Size for Kids up to Age 5 -Colors Vary Red or Blue Color,5.0,Five Stars,One of the best I've seen covers well!
RYMDQ15XUXQ6V,B004HKQI9G,Little Tikes Princess Cozy Truck Ride-On,5.0,Highly recommended,"Bought this for my grandsons first Birthday, he loves it, this truck was a big hit at the party too. Highly recommended"
RAB8FWKVH9F8P,B00PC67NQG,Dromida Main Gear Shaft Ominus Quadcopter,3.0,Three Stars,IN THE TOOL BOX
R3M1EUBQSFJ3E7,B002B9FIUU,MAYFLASH N64 Controller Adapter For Pc,5.0,It just works!,"I've had two of these adapters for about 2 years now. While I did get one DOA the first time, Amazon took care of it. These are incredibly  easy to set up, Windows 7 and 8 found and installed drivers for them immediately and after mapping controls in Project64 my friends and I were on our way! The only issue is the controllers aren't numbered on my windows 8 computer and in 7 the numbers are swapped (left port is 2 or 4 and right is 1 or 3) so setting them up can take a little bit longer. But that's not enough of a reason to take a star off."
R2PS66YT1VP6NH,B00HV7O87G,EuroGraphics Cupcakes Galore Puzzle (2000-Piece),5.0,Five Stars,love the EuroGraphics puzzles.  This one was challenge
R2NLMBGRTU45T3,B00362TUGY,US Toy Baseball Pencils,2.0,One pencils said happy birthday on it which was an issue,One pencils said happy birthday on it which was an issue ! However did not need 24 as originally planned .
R33IYDCJ3C1HY5,B00WXO43HM,Peanuts - Sally Brown,5.0,Five Stars,love it
RMXAL7IEJRVFF,B011A2XWZG,Funko Pop Vinyl Futurama Bender - 2015 Summer Convention Exclusive,5.0,Perfect!,Love it!
R1HYB4LL33ZRID,B00HIWWI3K,Intex 18-Pocket Suntanner Lounges Clear Top,5.0,Five Stars,Just as described!
R1RLMTMSXJZCFL,B00LD6UJBA,Learning Resources Jumbo Jungle Animals,5.0,Five Stars,Wonderful
R3RPPMVEPMO361,B00KLZSN6W,Xcoser Luffy Straw Hat and Skull Pendant Style Necklace Keychain,1.0,I'm really dissapointed,"It looks like much better on picture,<br /><br />1. colors are way different, red color is nearly erased and yellow is much brighter (looks like its used not new).<br />2. circle of the hat is bend in 4 spots, in the picture its barely noticeable."
R3PC0E122FW46H,B010TQY7A8,Exploding Kittens: A Card Game About Kittens and Explosions and Sometimes Goats,5.0,Easy & A Blast!,This game is easy to learn and fun to play with people of all ages.
R1C2WI2X6V58DN,B013J7QMR0,Ionic 2.4Ghz 6-Axis Remote Control Quadcopter Drone with 2.0 MP Camera (White),5.0,Awesome,I love the camera and the helicopter works well!
RGGREAF1K0SWD,B00AFU68AQ,Power Rangers Megaforce Dragon Sword and Phoenix Shot Battle Set,4.0,Good build quality,"Good build quality, but they are smaller than I expected. I'd say perfect size for young kids (4 - 7), a bit awkward for grown-ups though."
R3BDGTX62Y117Y,1609960238,Brighter Child Early Learning,4.0,Four Stars,"Nice set, graphics are very vivid and colorful."
R24S7I8YOFEBT1,B00TT78NWM,Pokemon: Froakie Water XY Starter Costume Hat,5.0,Unique Halloween Costume,My grandson is thrilled with this hat
R2P7K9FSMDRGB5,B00QKLLC1O,Schleich Dragon Fighter Toy Figure,5.0,Sharp Lookin' Serpent,"This is my first Schleich dragon figure, and it's a beauty! The design and detail put into this rivals that of much more expensive items in polystyrene and porcelain, and the hinged jaw is a nice touch. (Some clever dental work involved there!) Hope to add further figures to the dragon shelf, now that I've had the chance to evaluate the quality."
R361QSGGGEARIO,B0034YRN9U,BCW BBMAG-L Life Size Magazine Backing Boards White 100 Boards,5.0,Good stuff,Good stuff
R20RU7XCCX3OSF,B00VKL5ZUI,Nintendo Super Mario Kart Diecast Collection Set of 5,2.0,Micro toys....,"These are tiny little carts, not worth the price."
R3DK3856CQEEUQ,B0028AED1W,"Swing-N-Slide NE 4496 Swing Set Canopy, Green Vinyl, 43 x 90-In.",5.0,Five Stars,Fast delivery and product was exactly as advertised
R2U0XNUWEER9XE,B00DONM9UY,Pokémon Center Original Plush Doll Sitting Trick Pose Espeon,4.0,Cute but small. 5-6 inches.,Super cute and well made but understand this is a POCKET monster. 5-6 inches max. I thought I was getting a larger one but I was wrong. Also this is not from the Pokecenter. Still super cute and made my kid happy.
RTYZAYJ0500MI,B00A2J9XQ6,"Chinese Mahjong (Mah Jong, Mahjongg, Mah-Jongg, Mah Jongg, Majiang) Numbered Tile Game Set w/ Compact Wooden Case – “Pro Set”",5.0,Overall great.,Only 1 tile had a flaw. Lucky it is a flower. Overall great.
R3M32O07SJWY04,B001T1CB7O,Pacific Play Tents Under the Sea Cabana w/ Zippered Mesh Front,2.0,Do not recommend,"Very hot and one of the poles broke making it useless. I looked online to try to replace the poles, but they were out of stock and even then, the price of the replacement pole is pretty much the price of the tent. We just bought another tent, this time a bigger one that all of us can fit into comfortably with bigger windows to let air through, and about the same price. Do not recommend."
R1II5Z1QV4C073,B0063C35T2,Big Time Toys Socker Bopper Power Bag,5.0,Tougher than I expected,"This lived to be blown up another day after I had 20 boys attacking and wrestling it. I was shocked, I fully expected it to be destroyed within the hour. Much better quality than I expected."
RZWIO1INT3DXY,B00RM9P3WC,Disney Pixar Cars 2 Lightning McQueen & Mater Peel and Stick Giant Wall Decal Bundle,5.0,Five Stars,Absolutely loved them!
R2MBIX6HRV5V45,B00YN8CUZI,Monster High I (Heart) Fashion Iris Clops Doll & Fashion,5.0,Five Stars,Fast shipping and handling great price
R16WF77WQZI7RT,B00475IACY,Lanlan® Flower Rex Puzzle Cube Black,2.0,Bad quality.,Stickers were coming off after few days of getting it. Bad quality.
R157I1423LT1YO,B00SVETPRG,"Bell Sanction Retina Sear Decompressed Full Face Helmet (Lime Green), Large",5.0,Helmet heaven!,"This helmet is great - actually, perfect! It's very comfortable, a little tight on the cheeks at first but you get used to it the more you use it. It was my first time wearing a full face helmet so I had some trouble but it's easy to adjust to it when you got the right size. I've had no problems at all with it. In fact, after having a crash that resulted in me landing on my head, I can officially say this is comfortable AND excellent protection. Highly recommend it. :)"
R1388GPXCWKPT6,B000BCEJ86,Playskool Busy Gears,5.0,Five Stars,This was a gift and the child enjoys it
R21N38S8UF366B,B0027NHYC0,LEGO Star Wars Minifigure Wookiee - Chewbacca Chewy with Crossbow Weapon,5.0,Five Stars,Great
R2X2GDPW10Z4HB,B00PZZFABE,POCO DIVO 9-tile Multi-color Exercise Mat Solid Foam EVA Playmat Kids Safety Play Floor,5.0,Five Stars,Love them!!! Just ordered 2 more so we can have a bigger space
RQFZ3TVSCGJB8,B00USQZFM4,Turnigy 1/16 4wd Nitro-T Truggy w/ .07 Engine (ARR),4.0,"All in all this is a great deal in my opinion.If your looking for something to get you started,this is the perfect thing for you","Seems like a very fast and durable truggy.It has plenty of space in the fuel tank, so you normally get about 20 mins of run time out of each tank."
R3QCBFOTBUP0DU,B00R8ZVA68,Monster High Ghoul Fair Heath Burns Doll,5.0,Five Stars,good
R2VUMJNJQTBMQK,B00WXO9EYO,Peanuts - Snoopy & Woodstock,5.0,What is there not to love?,It's Snoopy and Woodstock. What is there not to love?
R1VSGSZRG5OQ47,B007GE75G0,Mega Bloks 80-Piece Big Building Bag,5.0,Five Stars,Both my kids love them
ROQLNNHAJO2QB,B0006GK2K6,Loftus Surprise Hand Buzzer,5.0,Excellent service,Yes arrived on time
R1SPRZ6MNCDG3M,B00IOXQPQ8,"Angry Birds Star Wars Telepods Rebels vs. Villains 6 Pack - Jabba The Hutt, Tusken Raider, Han Solo (In Carbonite), Lando Calrissian, Wicket W. Warrick, Royal Guard by Hasbro",5.0,Five Stars,"Happy Grandson, fast delivery, great price"
R2QIUT29100AHF,B00A4KHEK0,Upper Deck Legendary: A Marvel Deck Building Game,5.0,Five Stars,"Great Game for those into Card Based Strategy, or Magic the Gathering."
R1W9YZ7DNE7ZWY,B00005BVRQ,Melissa & Doug,4.0,and the older two like to do basic math on it,"Our house hold is using this from ages 6 months - 8 years. The baby likes to push and spin the colorful beads, and the older two like to do basic math on it. Wish I had bought this years ago!"
RU5JT7LNILQS1,B00B5X6Q5Y,Crocodile Creek Fire Engines 5 Playground Ball,5.0,PERFECT SIZE FOR LITTLE ONES!  DON'T THINK IT'S MEANT TO BE USED BY PETS?,JUST AS CUTE AS THE PINK BUTTERFLY BALL FOR GIRLS!  PERFECT SIZE FOR TODDLERS TO AT LEAST AGE 6+.  I DON'T THINK THIS BALL IS MEANT TO BE USED BY PETS.  IT WAS PERFECT FOR MY KID'S BIRTHDAY PARTY GIFTS!  THE BOYS LOVED IT!
R25YXBBER6RX8Y,B00HJJDG1K,"Kid Motorz 12V Shelby Cobra One Seater Ride On, Red",5.0,Unfortuneately we misplaced the battery charger and it seems to have a funny connection so we are in need of a new ...,My Grandson loves it. So does everyone that sees it. Unfortuneately we misplaced the battery charger and it seems to have a funny connection so we are in need of a new charger.  Anyone have access to the battery charger that comes with this car?  Or a spare battery?
R1N0KIVF08WN0Z,B00SQ97IFM,Marvel Legends Infinite Series Maidens of Might Captain Marvel 6 Inch Figure,5.0,Five Stars,Spot on description with fast shipping.
R1KKMDVAT4CA3C,B00TE8YLAE,Inside Out Control Console,3.0,The Inside Out Control Console with Joy figurine is pretty basic,"The Inside Out Control Console with Joy figurine is pretty basic. The console lights up. That's it. It doesn't come with any memory balls. And even the Joy figurine is pretty basic. While this is on the cheaper end, they should have included a memory ball or some other lights or noises with the console itself. It's quite boring after a while. Other figures have to be purchased separately. Even the other sets only come with Joy. This was a bummer."
R2V43RYOBFNTWC,B00HA8IAHU,Doctor Who Character Building Micro-Figure in Display Brix,3.0,Three Stars,"I returned, Was not what I expected"
RB3LH24YV9FE6,B00A8DJ06O,Melissa & Doug Take-Along Show-Horse Stable Play Set,5.0,Five Stars,Our daughter and her friends love these!
R1J40FHRTP1D7Z,B00WJ1O6P8,LeapFrog Scout's Build and Discover Tool Set Toy,4.0,Not as Intereactive as You Might Think,"First off, my daughters (age 5) who are older than the recommended age of 2, enjoy playing with this set. They have fun taking the toolbox apart and re-assembling it. They like using the different tools.<br /><br />However, this is probably the least interactive LeapFrog toy that I have owned. This is not a bad thing necessarily, but if you are expecting a certain level of teaching with this toy, be aware that the education is through self discovery and not really being led through a sequence of learning. This is totally fine. This is a toy for a toddler, and as such, it is totally delightful!<br /><br />Disclosure: I was given this toy to facilitate my review. All opinions are my own."
R1TNLTJ513EIPS,B00JX7A880,YOKAI WATCH Plush Toys Koma-san,5.0,Awesome! I love my toy Komasan,Awesome! I love my toy Komasan. Very cute and I would highly recommend if you love yo-kai watch and Komasan! Now all I need is a Komajirou this big :D
R2Q2UF6F6UOMUB,B00IRK2RJW,star wars 75 tattoos,4.0,Four Stars,worked well
R151Y26AG9RXR0,B007QVWMAC,"Intex River Run I Sport Lounge, Inflatable Water Float",5.0,Five Stars,"They are great,lots of fun"
R384MAKHSR88PW,B00CUO93SO,Classic Blackjack 21 Electronic Handheld Game Electronic Games,1.0,One Star,Pretty bogus. Does not even have a split cards function.
R2Y9ZVQLNMXLPA,B000PY31DE,Transformers Real Gear Robots Pre-Painted Figure: Longview,5.0,"My son really like it, and was a nice addition to his ...","Exactly as advertised. My son really like it, and was a nice addition to his huge and ever growing collection."
RFMK3Q318HUDZ,B00WILIQ3M,Lego 500 Random Small Pieces of Good Clean Used Bricks and Parts Bulk Lot,1.0,Would not recommend!!!!,Was a wast of money really... I bought these Legos as a gift for my sisters 7 year old and all I got were small prices no bigger than a 2x4 block. They also came with some small peices of trash and I also found some chewed up legos.
R4D8YO4CXBKKS,B00U2UO2G6,Shopkins Season 3 12-Pack - Characters May Vary,5.0,Five Stars,Nice
R39QWBC06AGW3P,B002MUR5WC,"LIFE"" Magazine Bags 100 bags  11-1/8"" x 14-1/4"" + 1-1/4",5.0,Good stuff,Good stuff
R2DJD1XOCUVST7,B013KC0HIE,"Little Treasures Jumping Monkeys 4 Players Fun Fast Paced Game, this Game Makes a Great Gift for Boys and Girls",4.0,Launching Monkey's Onto a Tree Fun!,"Jumping Monkeys is quite fun! You pick your monkey color & launch them at the tree. You can even knock your opponents monkey's off with your monkey's. Whoever has all 4 of their monkeys hanging properly first wins!<br /><br />When my son was 3 1/2 - 4 yrs old, he played almost everyday. Now that he is still 5 we only play occasionally. Though we did changes the rules a bit. we don't use the bananas. We would just declare a winner at the end of the round. Many times we would play 5 + rounds. It was just easier to play that way with my son. Everything but the bananas and box are great quality."
RYI4IU3WRCIOX,B008H5H7ME,Fish Sunglasses 24-pak,2.0,Would be best worn on top of your head.,These are more for decoration and not for function. Looking through the lenses is like opening your eyes underwater.
R32ZN9DVIP81AG,B00JIJI22M,"12 Pcs Wooden Train Cars & Emergency Vehicles Collection Fits Thomas, Brio, Chuggington",5.0,Five Stars,Son loves all the different vehicles
R3PI7JIFG7IIQB,B00IO14GA2,Just Married Girl Lady Flip Flops (Size 7-8) Stamp Your Message in the Sand,5.0,Futs me perfectly and will do great for my wedding,"Futs me perfectly and will do great for my wedding, i wear a size 8 in slippers and this works giving  my foot a little room  to breath a bit."
R3IXCSV4IZW08,B00JXKRS4Y,Beatrix Potter Plush Mrs. Tiggy Winkle (Small) by BabyCentre,5.0,Five Stars,one of the favorites
